Rank,Institution Name,Country,Year,Classification_SIZE,Classification_FOCUS,Research Intensity,Age,Status,Academic Reputation,Employer Reputation,Faculty Student,Citations per Faculty,International Faculty,International Students,Overall
601-650,BRNO UNIVERSITY OF TECHNOLOGY,Czech Republic,2018,L,FO,VH,5,A,-,-,-,-,-,-,-
601-650,CENTRAL QUEENSLAND UNIVERSITY ,Australia,2018,M,CO,HI,4,A,-,-,-,-,-,-,-
601-650,CHONNAM NATIONAL UNIVERSITY,South Korea,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
601-650,FAR EASTERN FEDERAL UNIVERSITY,Russia,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
601-650,INDIANA UNIVERSITY-PURDUE UNIVERSITY INDIANAPOLIS,United States,2018,L,,,,,-,-,-,-,-,-,-
601-650,INHA UNIVERSITY,South Korea,2018,L,FC,HI,4,B,-,-,-,-,-,-,-
601-650,ISTANBUL TECHNICAL UNIVERSITY,Turkey,2018,XL,FO,VH,5,A,-,-,-,-,-,-,-
601-650,ITMO UNIVERSITY,Russia,2018,M,FO,VH,5,A,-,-,-,-,-,-,-
601-650,JADAVPUR UNIVERSITY,India,2018,M,CO,VH,5,A,-,-,-,-,-,-,-
601-650,JORDAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Jordan,2018,L,CO,HI,3,A,-,-,-,-,-,-,-
601-650,KEELE UNIVERSITY ,United Kingdom,2018,M,FC,HI,4,A,-,-,-,-,-,-,-
601-650,LANZHOU UNIVERSITY,China,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
601-650,LEBANESE AMERICAN UNIVERSITY,Lebanon,2018,M,FC,MD,4,B,-,-,-,-,-,-,-
601-650,NATIONAL CHENGCHI UNIVERSITY,Taiwan,2018,M,CO,HI,4,A,-,-,-,-,-,-,-
601-650,NATIONAL CHUNG HSING UNIVERSITY,Taiwan,2018,L,CO,VH,4,A,-,-,-,-,-,-,-
601-650,NATIONAL TAIPEI UNIVERSITY OF TECHNOLOGY,Taiwan,2018,M,FO,VH,5,A,-,-,-,-,-,-,-
601-650,NEW SCHOOL UNIVERSITY,United States,2018,M,FO,HI,4,B,-,-,-,-,-,-,-
601-650,TALLINN UNIVERSITY OF TECHNOLOGY,Estonia,2018,M,FO,VH,4,A,-,-,-,-,-,-,-
601-650,TECHNISCHE UNIVERSIT?T DORTMUND,Germany,2018,L,CO,VH,3,A,-,-,-,-,-,-,-
601-650,THAMMASAT UNIVERSITY,Thailand,2018,XL,FC,MD,4,A,-,-,-,-,-,-,-
601-650,UNIVERSIDAD ANAHUAC,Mexico,2018,L,CO,LO,4,B,-,-,-,-,-,-,-
601-650,UNIVERSIDAD DE ANTIOQUIA,Colombia,2018,XL,FC,MD,5,A,-,-,-,-,-,-,-
601-650,UNIVERSIDAD DE LA HABANA,Cuba,2018,M,CO,HI,5,A,-,-,-,-,-,-,-
601-650,UNIVERSIDAD DE SALAMANCA,Spain,2018,L,FC,HI,5,A,-,-,-,-,-,-,-
601-650,UNIVERSIDAD DE SAN ANDR?S,Argentina,2018,S,SP,LO,3,B,-,-,-,-,-,-,-
601-650,UNIVERSIDAD DE SEVILLA,Spain,2018,XL,FC,HI,5,A,-,-,-,-,-,-,-
601-650,UNIVERSIDAD IBEROAMERICANA (UIA),Mexico,2018,L,FC,LO,4,B,-,-,-,-,-,-,-
601-650,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,Spain,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
601-650,UNIVERSIT?T DUISBURG-ESSEN,Germany,2018,XL,FC,HI,3,A,-,-,-,-,-,-,-
601-650,UNIVERSIT? DE SHERBROOKE,Canada,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
601-650,UNIVERSIT? NICE SOPHIA-ANTIPOLIS,France,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
601-650,UNIVERSITI TEKNOLOGI PETRONAS (PETRONAS),Malaysia,2018,M,SP,VH,2,B,-,-,-,-,-,-,-
601-650,UNIVERSITY OF BRADFORD,United Kingdom,2018,M,CO,VH,4,A,-,-,-,-,-,-,-
601-650,UNIVERSITY OF HAIFA,Israel,2018,L,FO,VH,4,A,-,-,-,-,-,-,-
601-650,UNIVERSITY OF HOUSTON,United States,2018,XL,CO,VH,4,A,-,-,-,-,-,-,-
601-650,UNIVERSITY OF HULL,United Kingdom,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
601-650,UNIVERSITY OF HYDERABAD,India,2018,S,FC,VH,3,A,-,-,-,-,-,-,-
601-650,UNIVERSITY OF JOHANNESBURG ,South Africa,2018,L,CO,HI,2,A,-,-,-,-,-,-,-
601-650,UNIVERSITY OF KUFA,Iraq,2018,L,FC,LO,3,A,-,-,-,-,-,-,-
601-650,"UNIVERSITY OF MASSACHUSETTS, BOSTON ",United States,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
601-650,"UNIVERSITY OF MISSOURI, COLUMBIA",United States,2018,XL,FC,HI,5,A,-,-,-,-,-,-,-
601-650,UNIVERSITY OF PORTSMOUTH,United Kingdom,2018,L,CO,HI,,A,-,-,-,-,-,-,-
601-650,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,United States,2018,XL,FC,HI,5,A,-,-,-,-,-,-,-
601-650,UNIVERSITY OF TEHRAN,Iran,2018,XL,CO,VH,4,A,-,-,-,-,-,-,-
601-650,UNIVERSITY OF ULSTER,United Kingdom,2018,L,CO,HI,3,A,-,-,-,-,-,-,-
601-650,UNIVERSITY OF ZAGREB,Croatia,2018,XL,FC,VH,5,A,-,-,-,-,-,-,-
601-650,WARSAW UNIVERSITY OF TECHNOLOGY,Poland,2018,XL,FO,VH,5,A,-,-,-,-,-,-,-
651-700,AJOU UNIVERSITY ,South Korea,2018,M,FC,VH,3,B,-,-,-,-,-,-,-
651-700,ANNA UNIVERSITY,India,2018,M,FO,VH,3,A,-,-,-,-,-,-,-
651-700,BEIJING FOREIGN STUDIES UNIVERSITY,China,2018,M,SP,LO,4,A,-,-,-,-,-,-,-
651-700,CARLETON UNIVERSITY,Canada,2018,L,CO,VH,4,A,-,-,-,-,-,-,-
651-700,CHARLES DARWIN UNIVERSITY ,Australia,2018,M,CO,HI,2,A,-,-,-,-,-,-,-
651-700,CLARKSON UNIVERSITY,United States,2018,S,CO,VH,5,B,-,-,-,-,-,-,-
651-700,DUBLIN INSTITUTE OF TECHNOLOGY (DIT),Ireland,2018,L,CO,HI,3,A,-,-,-,-,-,-,-
651-700,E.A.BUKETOV KARAGANDA STATE UNIVERSITY ,Kazakhstan,2018,M,FO,MD,4,A,-,-,-,-,-,-,-
651-700,EOTVOS LORAND UNIVERSITY,Hungary,2018,L,FO,VH,5,A,-,-,-,-,-,-,-
651-700,GIFU UNIVERSITY,Japan,2018,M,FC,HI,4,A,-,-,-,-,-,-,-
651-700,HALLYM UNIVERSITY ,South Korea,2018,M,FC,HI,3,B,-,-,-,-,-,-,-
651-700,INSTITUTO POLIT?CNICO NACIONAL (IPN),Mexico,2018,XL,CO,VH,4,A,-,-,-,-,-,-,-
651-700,INSTITUTO TECNOL?GICO AUTONOMO DE M?XICO (ITAM),Mexico,2018,M,FO,MD,4,B,-,-,-,-,-,-,-
651-700,KAGOSHIMA UNIVERSITY,Japan,2018,M,FC,HI,4,A,-,-,-,-,-,-,-
651-700,KAZAKH-BRITISH TECHNICAL UNIVERSITY,Kazakhstan,2018,S,FO,MD,2,A,-,-,-,-,-,-,-
651-700,KONKUK UNIVERSITY ,South Korea,2018,L,FC,HI,4,B,-,-,-,-,-,-,-
651-700,KUWAIT UNIVERSITY,Kuwait,2018,XL,FC,MD,4,A,-,-,-,-,-,-,-
651-700,LOUISIANA STATE UNIVERSITY,United States,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
651-700,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,United States,2018,M,CO,VH,5,A,-,-,-,-,-,-,-
651-700,NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS,Greece,2018,XL,FC,VH,5,A,-,-,-,-,-,-,-
651-700,QUAID-I-AZAM UNIVERSITY,Pakistan,2018,L,CO,HI,4,A,-,-,-,-,-,-,-
651-700,RIGA TECHNICAL UNIVERSITY,Latvia,2018,M,CO,HI,5,A,-,-,-,-,-,-,-
651-700,"RUTGERS - THE STATE UNIVERSITY OF NEW JERSEY, NEWARK",United States,2018,M,CO,HI,4,A,-,-,-,-,-,-,-
651-700,SHANGHAI INTERNATIONAL STUDIES UNIVERSITY,China,2018,M,SP,LO,4,A,-,-,-,-,-,-,-
651-700,STEVENS INSTITUTE OF TECHNOLOGY,United States,2018,M,CO,HI,5,B,-,-,-,-,-,-,-
651-700,TEMPLE UNIVERSITY,United States,2018,XL,FC,HI,5,A,-,-,-,-,-,-,-
651-700,TOKYO METROPOLITAN UNIVERSITY,Japan,2018,M,CO,VH,4,A,-,-,-,-,-,-,-
651-700,UNIVERSIDAD ADOLFO IB??EZ,Chile,2018,M,FO,HI,4,B,-,-,-,-,-,-,-
651-700,UNIVERSIDAD CAT?LICA ANDR?S BELLO - UCAB,Venezuela,2018,L,FO,LO,4,B,-,-,-,-,-,-,-
651-700,UNIVERSIDAD CENTRAL DE VENEZUELA (UCV),Venezuela,2018,XL,FC,MD,5,A,-,-,-,-,-,-,-
651-700,UNIVERSIDAD DE CONCEPCI?N,Chile,2018,L,FC,HI,4,B,-,-,-,-,-,-,-
651-700,UNIVERSIDAD DEL PAIS VASCO,Spain,2018,XL,,,,,-,-,-,-,-,-,-
651-700,UNIVERSIDAD TORCUATO DI TELLA,Argentina,2018,S,SP,LO,3,B,-,-,-,-,-,-,-
651-700,"UNIVERSIDADE CATOLICA PORTUGUESA, LISBOA",Portugal,2018,M,FC,MD,3,B,-,-,-,-,-,-,-
651-700,UNIVERSIDADE DE BRASILIA,Brazil,2018,XL,FC,HI,4,A,-,-,-,-,-,-,-
651-700,UNIVERSIDADE FEDERAL DE S?O CARLOS,Brazil,2018,L,FC,HI,3,A,-,-,-,-,-,-,-
651-700,UNIVERSIT?T BIELEFELD,Germany,2018,L,CO,VH,3,A,-,-,-,-,-,-,-
651-700,UNIVERSIT?T D?SSELDORF,Germany,2018,L,FC,VH,4,A,-,-,-,-,-,-,-
651-700,UNIVERSIT? DE RENNES 1,France,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
651-700,UNIVERSITY AT ALBANY SUNY,United States,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
651-700,UNIVERSITY OF ALABAMA,United States,2018,XL,CO,VH,5,A,-,-,-,-,-,-,-
651-700,UNIVERSITY OF CRETE,Greece,2018,L,FC,HI,3,A,-,-,-,-,-,-,-
651-700,UNIVERSITY OF DEBRECEN,Hungary,2018,L,FC,HI,5,A,-,-,-,-,-,-,-
651-700,UNIVERSITY OF LJUBLJANA,Slovenia,2018,XL,FC,VH,4,A,-,-,-,-,-,-,-
651-700,UNIVERSITY OF MILANO-BICOCCA ,Italy,2018,XL,CO,VH,2,A,-,-,-,-,-,-,-
651-700,UNIVERSITY OF MINHO,Portugal,2018,L,,,,,-,-,-,-,-,-,-
651-700,UNIVERSITY OF SEOUL ,South Korea,2018,M,CO,HI,4,A,-,-,-,-,-,-,-
651-700,UNIVERSITY OF WINDSOR,Canada,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
651-700,VIRGINIA COMMONWEALTH UNIVERSITY,United States,2018,L,FC,VH,5,A,-,-,-,-,-,-,-
651-700,WORCESTER POLYTECHNIC INSTITUTE,United States,2018,M,CO,VH,5,B,-,-,-,-,-,-,-
701-750,AIN SHAMS UNIVERSITY ,Egypt,2018,XL,FC,HI,4,A,-,-,-,-,-,-,-
701-750,AIRLANGGA UNIVERSITY,Indonesia,2018,XL,FC,LO,4,A,-,-,-,-,-,-,-
701-750,BEIJING JIAOTONG UNIVERSITY,China,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
701-750,BEIJING UNIVERSITY OF TECHNOLOGY,China,2018,L,CO,VH,4,A,-,-,-,-,-,-,-
701-750,BOURNEMOUTH UNIVERSITY,United Kingdom,2018,L,CO,HI,3,A,-,-,-,-,-,-,-
701-750,CHINA AGRICULTURAL UNIVERSITY ,China,2018,L,FC,VH,5,A,-,-,-,-,-,-,-
701-750,CLEMSON UNIVERSITY,United States,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
701-750,COMENIUS UNIVERSITY IN BRATISLAVA,Slovakia,2018,L,CO,VH,4,A,-,-,-,-,-,-,-
701-750,DANKOOK UNIVERSITY ,South Korea,2018,L,FC,HI,5,B,-,-,-,-,-,-,-
701-750,DE LA SALLE UNIVERSITY,Philippines,2018,L,CO,MD,5,B,-,-,-,-,-,-,-
701-750,HUNAN UNIVERSITY ,China,2018,XL,CO,VH,4,A,-,-,-,-,-,-,-
701-750,INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA (IIUM),Malaysia,2018,L,FC,HI,3,A,-,-,-,-,-,-,-
701-750,KAUNAS UNIVERSITY OF TECHNOLOGY,Lithuania,2018,M,FO,VH,4,A,-,-,-,-,-,-,-
701-750,KHAZAR UNIVERSITY,Azerbaijan,2018,S,FO,LO,3,B,-,-,-,-,-,-,-
701-750,KYUNGPOOK NATIONAL UNIVERSITY,South Korea,2018,L,FC,VH,4,A,-,-,-,-,-,-,-
701-750,LAHORE UNIVERSITY OF MANAGEMENT SCIENCES (LUMS),Pakistan,2018,S,CO,HI,3,B,-,-,-,-,-,-,-
701-750,LOBACHEVSKY STATE UNIVERSITY OF NIZHNI NOVGOROD,Russia,2018,L,FO,VH,5,A,-,-,-,-,-,-,-
701-750,LONDON METROPOLITAN UNIVERSITY,United Kingdom,2018,M,CO,HI,2,A,-,-,-,-,-,-,-
701-750,MANIPAL UNIVERSITY,India,2018,L,FC,HI,4,C,-,-,-,-,-,-,-
701-750,MAYNOOTH UNIVERSITY,Ireland,2018,M,FO,VH,5,A,-,-,-,-,-,-,-
701-750,MEMORIAL UNIVERSITY OF NEWFOUNDLAND,Canada,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
701-750,MIDDLESEX UNIVERSITY,United Kingdom,2018,L,CO,HI,3,A,-,-,-,-,-,-,-
701-750,"NATIONAL TECHNICAL UNIVERSITY ""KHARKIV POLYTECHNIC INSTITUTE""",Ukraine,2018,L,FO,MD,5,A,-,-,-,-,-,-,-
701-750,NIIGATA UNIVERSITY,Japan,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
701-750,OSAKA PREFECTURE UNIVERSITY ,Japan,2018,M,CO,VH,4,A,-,-,-,-,-,-,-
701-750,PALACK? UNIVERSITY IN OLOMOUC,Czech Republic,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
701-750,PONTIFICIA UNIVERSIDAD CAT?LICA DE VALPARA?SO,Chile,2018,L,FC,MD,4,B,-,-,-,-,-,-,-
701-750,RHODES UNIVERSITY ,South Africa,2018,M,CO,HI,5,A,-,-,-,-,-,-,-
701-750,SMITH COLLEGE,United States,2018,S,CO,HI,5,B,-,-,-,-,-,-,-
701-750,"SOFIA UNIVERSITY ""ST. KLIMENT OHRIDSKI""",Bulgaria,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
701-750,SOPHIA UNIVERSITY ,Japan,2018,L,CO,MD,5,B,-,-,-,-,-,-,-
701-750,SOUTHERN METHODIST UNIVERSITY,United States,2018,M,CO,HI,5,B,-,-,-,-,-,-,-
701-750,TEXAS TECH UNIVERSITY,United States,2018,XL,,,,,-,-,-,-,-,-,-
701-750,TOKYO UNIVERSITY OF SCIENCE,Japan,2018,L,FO,VH,4,B,-,-,-,-,-,-,-
701-750,UNIVERSIDAD DE LA REP?BLICA (UDELAR),Uruguay,2018,XL,FC,HI,5,A,-,-,-,-,-,-,-
701-750,UNIVERSIDAD DE SAN FRANCISCO DE QUITO,Ecuador,2018,M,FC,MD,3,B,-,-,-,-,-,-,-
701-750,UNIVERSIDAD NACIONAL DE C?RDOBA,Argentina,2018,XL,CO,HI,5,A,-,-,-,-,-,-,-
701-750,UNIVERSIT? CA' FOSCARI VENEZIA,Italy,2018,L,FO,HI,5,A,-,-,-,-,-,-,-
701-750,UNIVERSIT? DEGLI STUDI DI GENOVA,Italy,2018,XL,FC,HI,5,A,-,-,-,-,-,-,-
701-750,UNIVERSIT? DEGLI STUDI DI MODENA E REGGIO EMILIA,Italy,2018,L,FC,HI,5,A,-,-,-,-,-,-,-
701-750,UNIVERSIT? DEGLI STUDI DI TRIESTE (UNITS),Italy,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
701-750,UNIVERSITI UTARA MALAYSIA (UUM),Malaysia,2018,L,SP,VH,3,A,-,-,-,-,-,-,-
701-750,UNIVERSITY OF BRIGHTON,United Kingdom,2018,L,CO,HI,,,-,-,-,-,-,-,-
701-750,UNIVERSITY OF BUCHAREST,Romania,2018,L,FO,VH,5,A,-,-,-,-,-,-,-
701-750,UNIVERSITY OF CENTRAL FLORIDA,United States,2018,XL,FC,HI,4,A,-,-,-,-,-,-,-
701-750,UNIVERSITY OF DENVER,United States,2018,M,CO,VH,5,B,-,-,-,-,-,-,-
701-750,UNIVERSITY OF DHAKA,Bangladesh,2018,XL,FC,MD,4,A,-,-,-,-,-,-,-
701-750,UNIVERSITY OF KWAZULU-NATAL,South Africa,2018,L,FC,HI,3,A,-,-,-,-,-,-,-
701-750,UNIVERSITY OF LATVIA,Latvia,2018,L,FC,MD,4,A,-,-,-,-,-,-,-
701-750,UNIVERSITY OF PATRAS,Greece,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
701-750,UNIVERSITY OF PLYMOUTH,United Kingdom,2018,L,FC,HI,5,A,-,-,-,-,-,-,-
701-750,UNIVERSITY OF SHARJAH,United Arab Emirates,2018,L,CO,MD,2,B,-,-,-,-,-,-,-
701-750,UNIVERSITY OF WYOMING,United States,2018,M,CO,VH,5,A,-,-,-,-,-,-,-
701-750,VICTORIA UNIVERSITY ,Australia,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
751-800,ABU DHABI UNIVERSITY,United Arab Emirates,2018,S,FO,HI,2,C,-,-,-,-,-,-,-
751-800,ALEXANDRIA UNIVERSITY ,Egypt,2018,XL,FC,HI,4,A,-,-,-,-,-,-,-
751-800,AL-IMAM MOHAMED IBN SAUD ISLAMIC UNIVERSITY,Saudi Arabia,2018,XL,CO,MD,4,A,-,-,-,-,-,-,-
751-800,ALPEN-ADRIA-UNIVERSIT?T KLAGENFURT ,Austria,2018,M,FO,HI,3,A,-,-,-,-,-,-,-
751-800,BELARUSIAN NATIONAL TECHNICAL UNIVERSITY,Belarus,2018,L,SP,LO,4,A,-,-,-,-,-,-,-
751-800,BOGOR AGRICULTURAL UNIVERSITY,Indonesia,2018,L,CO,MD,4,A,-,-,-,-,-,-,-
751-800,BRIGHAM YOUNG UNIVERSITY,United States,2018,XL,CO,HI,5,B,-,-,-,-,-,-,-
751-800,BUDAPEST UNIVERSITY OF TECHNOLOGY AND ECONOMICS,Hungary,2018,L,FO,VH,5,A,-,-,-,-,-,-,-
751-800,EDITH COWAN UNIVERSITY (ECU),Australia,2018,L,CO,HI,3,A,-,-,-,-,-,-,-
751-800,FLORIDA INTERNATIONAL UNIVERSITY,United States,2018,XL,CO,VH,,,-,-,-,-,-,-,-
751-800,GEORGIA STATE UNIVERSITY,United States,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
751-800,GUNMA UNIVERSITY,Japan,2018,M,FO,VH,4,A,-,-,-,-,-,-,-
751-800,HACETTEPE UNIVERSITY ,Turkey,2018,XL,FC,HI,4,A,-,-,-,-,-,-,-
751-800,KANSAS STATE UNIVERSITY ,United States,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
751-800,KASETSART UNIVERSITY,Thailand,2018,XL,CO,HI,4,A,-,-,-,-,-,-,-
751-800,KING FAISAL UNIVERSITY,Saudi Arabia,2018,XL,FO,HI,3,A,-,-,-,-,-,-,-
751-800,LOYOLA UNIVERSITY CHICAGO,United States,2018,L,FC,HI,5,B,-,-,-,-,-,-,-
751-800,NAGOYA INSTITUTE OF TECHNOLOGY (NIT),Japan,2018,M,SP,VH,5,A,-,-,-,-,-,-,-
751-800,NORTHUMBRIA UNIVERSITY AT NEWCASTLE,United Kingdom,2018,L,CO,HI,3,A,-,-,-,-,-,-,-
751-800,PARIS LODRON UNIVERSIT?T SALZBURG,Austria,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
751-800,UNIVERSIDAD AUT?NOMA METROPOLITANA (UAM),Mexico,2018,XL,FC,HI,3,A,-,-,-,-,-,-,-
751-800,UNIVERSIDAD DE LA SABANA,Colombia,2018,M,FC,MD,3,B,-,-,-,-,-,-,-
751-800,UNIVERSIDAD DIEGO PORTALES,Chile,2018,L,FC,MD,3,B,-,-,-,-,-,-,-
751-800,UNIVERSIDAD SIM?N BOL?VAR VENEZUELA,Venezuela,2018,M,FO,VH,4,A,-,-,-,-,-,-,-
751-800,UNIVERSIDADE FEDERAL DE SANTA CATARINA,Brazil,2018,XL,FC,HI,4,A,-,-,-,-,-,-,-
751-800,UNIVERSIT? DEGLI STUDI DI FERRARA,Italy,2018,L,FC,HI,5,A,-,-,-,-,-,-,-
751-800,UNIVERSIT? DEGLI STUDI DI PERUGIA,Italy,2018,L,FC,HI,5,A,-,-,-,-,-,-,-
751-800,UNIVERSIT? DEGLI STUDI ROMA TRE,Italy,2018,XL,CO,HI,3,A,-,-,-,-,-,-,-
751-800,UNIVERSIT? DE LORRAINE ,France,2018,XL,CO,MD,5,A,-,-,-,-,-,-,-
751-800,UNIVERSIT? DE NANTES,France,2018,XL,CO,VH,5,A,-,-,-,-,-,-,-
751-800,UNIVERSIT? LUMI?RE LYON 2,France,2018,L,SP,HI,5,A,-,-,-,-,-,-,-
751-800,"UNIVERSIT? TOULOUSE 1, CAPITOLE",France,2018,L,FO,MD,5,A,-,-,-,-,-,-,-
751-800,UNIVERSITI TEKNOLOGI MARA (UITM),Malaysia,2018,XL,CO,VH,4,A,-,-,-,-,-,-,-
751-800,UNIVERSITY OF BRESCIA,Italy,2018,L,FO,VH,3,A,-,-,-,-,-,-,-
751-800,UNIVERSITY OF CALCUTTA,India,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
751-800,UNIVERSITY OF COLOMBO,Sri Lanka,2018,L,CO,MD,5,A,-,-,-,-,-,-,-
751-800,UNIVERSITY OF HERTFORDSHIRE,United Kingdom,2018,L,CO,HI,4,A,-,-,-,-,-,-,-
751-800,UNIVERSITY OF HUDDERSFIELD,United Kingdom,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
751-800,UNIVERSITY OF NEW HAMPSHIRE,United States,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
751-800,UNIVERSITY OF P?CS,Hungary,2018,L,FC,MD,5,A,-,-,-,-,-,-,-
751-800,UNIVERSITY OF SALFORD,United Kingdom,2018,L,CO,HI,4,A,-,-,-,-,-,-,-
751-800,UNIVERSITY OF SOUTHERN QUEENSLAND ,Australia,2018,L,CO,HI,4,A,-,-,-,-,-,-,-
751-800,UNIVERSITY OF TULSA,United States,2018,S,CO,VH,5,B,-,-,-,-,-,-,-
751-800,YAMAGUCHI UNIVERSITY ,Japan,2018,M,FC,HI,4,A,-,-,-,-,-,-,-
751-800,YEUNGNAM UNIVERSITY ,South Korea,2018,L,FC,HI,4,C,-,-,-,-,-,-,-
751-800,YOKOHAMA NATIONAL UNIVERSITY,Japan,2018,M,CO,VH,4,A,-,-,-,-,-,-,-
  801-1000,ADAM MICKIEWICZ UNIVERSITY,Poland,2018,XL,CO,HI,4,A,-,-,-,-,-,-,-
  801-1000,AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Poland,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
  801-1000,AL AZHAR UNIVERSITY ,Egypt,2018,XL,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,ALEXANDRU IOAN CUZA UNIVERSITY,Romania,2018,L,FO,VH,5,A,-,-,-,-,-,-,-
  801-1000,"ALIGARH MUSLIM UNIVERSITY (AMU), ALIGARH",India,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,ANKARA ?NIVERSITESI,Turkey,2018,XL,FC,HI,4,A,-,-,-,-,-,-,-
  801-1000,AOYAMA GAKUIN UNIVERSITY,Japan,2018,L,CO,MD,4,B,-,-,-,-,-,-,-
  801-1000,ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,Greece,2018,M,FO,VH,4,A,-,-,-,-,-,-,-
  801-1000,AUBURN UNIVERSITY,United States,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
  801-1000,AUSTRALIAN CATHOLIC UNIVERSITY,Australia,2018,L,CO,HI,3,A,-,-,-,-,-,-,-
  801-1000,BABES-BOLYAI UNIVERSITY,Romania,2018,XL,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,BAKU STATE UNIVERSITY,Azerbaijan,2018,L,FO,MD,4,A,-,-,-,-,-,-,-
  801-1000,BANARAS HINDU UNIVERSITY,India,2018,L,FC,HI,5,A,-,-,-,-,-,-,-
  801-1000,BAYLOR UNIVERSITY,United States,2018,L,CO,HI,5,B,-,-,-,-,-,-,-
  801-1000,BENEM?RITA UNIVERSIDAD AUT?NOMA DE PUEBLA,Mexico,2018,XL,FC,MD,5,A,-,-,-,-,-,-,-
  801-1000,BINGHAMTON UNIVERSITY SUNY,United States,2018,L,CO,HI,4,A,-,-,-,-,-,-,-
  801-1000,BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE,India,2018,M,CO,HI,5,C,-,-,-,-,-,-,-
  801-1000,BIRZEIT UNIVERSITY,Palestinian Territory,2018,M,CO,MD,4,B,-,-,-,-,-,-,-
  801-1000,CENTRAL SOUTH UNIVERSITY,China,2018,XL,FC,VH,2,A,-,-,-,-,-,-,-
  801-1000,CHARLES STURT UNIVERSITY ,Australia,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,CHONGQING UNIVERSITY,China,2018,XL,CO,VH,4,A,-,-,-,-,-,-,-
  801-1000,CHUNGNAM NATIONAL UNIVERSITY,South Korea,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
  801-1000,CORVINUS UNIVERSITY OF BUDAPEST,Hungary,2018,M,FO,HI,5,A,-,-,-,-,-,-,-
  801-1000,CUKUROVA UNIVERSITY,Turkey,2018,XL,FC,MD,3,A,-,-,-,-,-,-,-
  801-1000,DIPONEGORO UNIVERSITY,Indonesia,2018,XL,FC,LO,4,A,-,-,-,-,-,-,-
  801-1000,DONETSK NATIONAL UNIVERSITY,Ukraine,2018,S,FO,HI,4,A,-,-,-,-,-,-,-
  801-1000,DOSHISHA UNIVERSITY,Japan,2018,L,CO,HI,5,B,-,-,-,-,-,-,-
  801-1000,EDINBURGH NAPIER UNIVERSITY,United Kingdom,2018,M,CO,HI,3,A,-,-,-,-,-,-,-
  801-1000,FENG CHIA UNIVERSITY,Taiwan,2018,L,FO,VH,4,C,-,-,-,-,-,-,-
  801-1000,FORDHAM UNIVERSITY,United States,2018,L,CO,HI,5,B,-,-,-,-,-,-,-
  801-1000,FU JEN CATHOLIC UNIVERSITY,Taiwan,2018,L,FC,HI,4,B,-,-,-,-,-,-,-
  801-1000,GAZI ?NIVERSITESI,Turkey,2018,XL,CO,VH,4,A,-,-,-,-,-,-,-
  801-1000,GEORGE MASON UNIVERSITY,United States,2018,L,CO,VH,3,A,-,-,-,-,-,-,-
  801-1000,ISTANBUL UNIVERSITY,Turkey,2018,XL,FC,HI,5,A,-,-,-,-,-,-,-
  801-1000,KAZAKH ABLAI KHAN UNIVERSITY OF INTERNATIONAL RELATIONS AND WORLD LANGUAGES,Kazakhstan,2018,M,SP,LO,4,A,-,-,-,-,-,-,-
